energy_off_peak,energy_peak,energy_mid_peak,power_off_peak,power_peak,power_mid_peak
0.005508000000000013,0.0,0.0,0.1777799999999985,0.0,0.1777799999999985
0.008161000000000002,0.004169000000000006,0.0047750000000000015,0.16291560000000516,0.09774935999999812,0.16291560000000516
0.010017999999999902,0.0051199999999999996,0.0007629999999999998,0.16291560000000516,0.09775199999999984,0.16291560000000516
0.004461999999999994,0.0,0.0,0.17777879999999868,0.0,0.17777879999999868
0.041649000000000005,0.035524000000000014,0.031459,0.4979968800000023,0.4980031199999999,0.4979968800000023
0.010115999999999986,0.005220000000000002,0.003041000000000002,0.16291560000000516,0.09775199999999984,0.16291560000000516
0.006029000000000007,0.085483,0.0,0.1777799999999985,0.0,0.1777799999999985
0.004461999999999994,0.0,0.0,0.1777799999999985,0.0,0.1777799999999985
0.004461999999999994,0.0,0.0,0.1777799999999985,0.0,0.1777799999999985
0.0457329999999999,0.035524000000000014,0.031242999999999993,0.5000003999999976,0.5000004000000011,0.5000003999999976
0.008501999999999996,0.004169000000000006,0.0023320000000000007,0.16291560000000516,0.09774935999999812,0.16291560000000516
0.010017999999999902,0.0051199999999999996,0.0008169999999999983,0.16291560000000516,0.09774935999999812,0.16291560000000516
0.008160999999999988,0.004168999999999992,0.003041000000000002,0.16291560000000516,0.09775199999999984,0.16291560000000516
0.00837400000000009,0.004169000000000103,0.003040999999999891,0.16291560000000516,0.09774935999999812,0.16291560000000516
0.008298000000000014,0.004168999999999992,0.0033360000000000056,0.0,0.0,0.0
0.004461999999999994,0.0,0.0,0.1777799999999985,0.0,0.1777799999999985
0.004628000000000021,0.003487999999999991,0.0,0.17777879999999868,0.0,0.17777879999999868
0.004461999999999994,0.0,0.0,0.1777799999999985,0.0,0.1777799999999985
0.004461999999999994,0.085483,0.0,0.1777799999999985,0.0,0.1777799999999985
0.004461999999999994,0.0,0.0,0.1777799999999985,0.0,0.1777799999999985
0.011269000000000001,0.0063720000000000165,0.0017410000000000064,0.16291560000000516,0.09775199999999984,0.16291560000000516
0.004461999999999994,0.0,0.0,0.1777799999999985,0.0,0.1777799999999985
0.004461999999999994,0.0,0.0,0.1777799999999985,0.0,0.1777799999999985
0.004461999999999994,0.0,0.0,0.1777799999999985,0.0,0.1777799999999985
0.008161000000000002,0.004168999999999909,0.003034000000000009,0.16291560000000516,0.09775199999999984,0.16291560000000516
0.004461999999999994,0.0,0.0,0.1777799999999985,0.0,0.1777799999999985
0.004461999999999994,0.0,0.0,0.1777799999999985,0.0,0.1777799999999985
0.0105979999999999,0.005700999999999998,0.00026600000000000235,0.16291560000000516,0.09774935999999812,0.16291560000000516
0.004461999999999994,0.0,0.0,1.1999999998124622e-06,0.0,1.1999999998124622e-06
0.008161000000000002,0.004168999999999909,0.0053470000000000045,0.16291560000000516,0.09774935999999812,0.16291560000000516
0.01185,0.006953000000000015,0.0023219999999999907,0.16291560000000516,0.09775199999999984,0.16291560000000516
0.025909000000000015,0.003159999999999996,0.0,0.1777799999999985,0.0,0.1777799999999985
0.004627999999999993,0.0029939999999999967,0.0,0.1777799999999985,0.0,0.1777799999999985
0.004628000000000104,0.004073999999999994,0.0,0.17777879999999868,0.0,0.17777879999999868
0.02971499999999999,0.017319,0.072713,3.7009605600000057,24.43733004,3.7009605600000057
0.004461999999999994,0.0,0.0,0.1777799999999985,0.0,0.1777799999999985
0.0034210000000000074,0.0,0.0,0.1777799999999985,0.0,0.1777799999999985
0.004461999999999994,0.0,0.0,0.1777799999999985,0.0,0.1777799999999985
0.009222000000000008,0.085483,0.0,0.1777799999999985,0.0,0.1777799999999985
0.08904600000000001,0.08277299999999999,0.114102,3.5380449600000006,24.83758644,3.5380449600000006
0.008961999999999998,0.004169000000000006,0.003039,0.16291560000000516,0.09774935999999812,0.16291560000000516
0.0422509999999999,0.036426,0.0242580000000001,0.6629160000000027,0.597752400000001,0.6629160000000027
0.004461999999999994,0.0,0.0,0.1777799999999985,0.0,0.1777799999999985
0.004461999999999994,0.0,0.0,0.1777799999999985,0.0,0.1777799999999985
0.009762000000000007,0.006042000000000006,0.0019500000000000073,0.0,0.0,0.0
0.008497000000000005,0.004169000000000006,0.0023370000000000057,0.16291560000000516,0.09775199999999984,0.16291560000000516
0.009527999999999995,0.00463100000000001,0.0013070000000000026,0.16291560000000516,0.09774935999999812,0.16291560000000516
0.05525200000000001,0.034952,0.013285000000000005,0.0,0.0,0.0
0.06415299999999988,0.03009400000000001,0.0,1.6777799999999985,0.0,1.6777799999999985
0.05553100000000011,0.0,0.0,1.6777787999999987,0.0,1.6777787999999987
0.004461999999999994,0.0,0.0,0.1777799999999985,0.0,0.1777799999999985
0.004461999999999994,0.0,0.0,0.17777879999999868,0.0,0.17777879999999868
0.009527999999999995,0.00463100000000001,0.0013070000000000026,0.16291560000000516,0.09774935999999812,0.16291560000000516
0.009341000000000002,0.0056729999999999975,0.001686000000000007,0.23669388000000424,0.14596800000000343,0.23669388000000424
0.0044620000000000215,0.0,0.0,0.1777799999999985,0.0,0.1777799999999985
0.005508000000000013,0.0,0.0,0.1777799999999985,0.0,0.1777799999999985
0.008161000000000002,0.004169000000000006,0.0030849999999999905,0.16291560000000516,0.09775199999999984,0.16291560000000516
0.0012250000000000039,0.0,0.0,0.1777799999999985,0.0,0.1777799999999985
0.004461999999999994,0.0,0.0,0.1777799999999985,0.0,0.1777799999999985
0.004461999999999994,0.0,0.0,0.1777799999999985,0.0,0.1777799999999985
0.004461999999999994,0.0,0.0,0.1777799999999985,0.0,0.1777799999999985
0.013637999999999983,0.00903799999999999,0.002486999999999892,0.16491599999999806,0.09974928000000105,0.16491599999999806
0.004461999999999994,0.0,0.0,0.1777799999999985,0.0,0.1777799999999985
0.007379999999999984,0.003713000000000008,0.00027499999999999747,0.23669388000000424,0.14596800000000343,0.23669388000000424
0.004461999999999994,0.0,0.0,0.0,0.0,0.0
